0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.24271133429e-07,-2.4088459139e-07,-2.26444639565e-07,-1.35215467749e-07,-1.0391057867e-08,1.22704999546e-07,2.51664588197e-07,3.71869759471e-07,4.82951994612e-07,5.86564055184e-07,6.85020940684e-07,7.8049906139e-07,8.74598683095e-07,9.68143717482e-07,1.0611324641e-06,1.15277802782e-06,1.24159560806e-06,1.32550876521e-06,1.40195893318e-06,1.46801184441e-06,1.52046103459e-06,1.55593228964e-06,1.57099416933e-06,1.56227919157e-06,1.52661856028e-06,1.46119107049e-06,1.36368446351e-06,1.23246527783e-06,1.06675123187e-06,8.66778364766e-07,6.33953503766e-07,3.7098110294e-07,8.19521682179e-08,-2.27617979271e-07,-5.50816640564e-07,-8.79438153848e-07,-1.20417691021e-06,-1.51491653252e-06,-1.80111674941e-06,-2.05229098017e-06,-2.2585568386e-06,-2.41122938739e-06,-2.50341445525e-06,-2.53054881581e-06,-2.49082818864e-06,-2.38546556345e-06,-2.21873327125e-06,-1.99776300545e-06,-1.73210694675e-06,-1.43309634846e-06,-1.11306593892e-06,-7.84537913375e-07,-4.59473950044e-07,-1.4870672611e-07,1.38343353635e-07,3.93570146771e-07,6.09614629569e-07,7.78747762108e-07,8.91153073908e-07,9.3272683534e-07,8.8322922134e-07,7.18183888399e-07,4.26020965093e-07,7.45071371533e-08,0
0,-3.69225478726e-07,-6.08977204125e-07,-4.90224289915e-07,-1.61432873406e-07,2.68852104097e-07,7.32292605439e-07,1.19147826909e-06,1.6298212147e-06,2.04335906765e-06,2.43479693026e-06,2.80943999376e-06,3.17257808834e-06,3.52794042605e-06,3.87691257085e-06,4.2182722544e-06,4.54825618669e-06,4.86081930128e-06,5.14799164903e-06,5.40027542385e-06,5.60705392445e-06,5.75700472435e-06,5.83852107063e-06,5.84014975312e-06,5.75105231116e-06,5.56149165667e-06,5.26333996207e-06,4.85059744031e-06,4.31990626056e-06,3.67103957752e-06,2.90734241119e-06,2.0360986402e-06,1.0687964282e-06,2.12629224943e-08,-1.08636173966e-06,-2.22984058094e-06,-3.38127275505e-06,-4.50976622949e-06,-5.58236473129e-06,-6.56522939614e-06,-7.42505542246e-06,-8.13067782524e-06,-8.65478934479e-06,-8.97566071405e-06,-9.07872388568e-06,-8.95785930194e-06,-8.61622646551e-06,-8.06649953052e-06,-7.33041964817e-06,-6.43765120983e-06,-5.42402139662e-06,-4.32931769226e-06,-3.19490003526e-06,-2.06144075927e-06,-9.67125855465e-07,5.33630573644e-08,9.68812053063e-07,1.75018900307e-06,2.36805214201e-06,2.78888012876e-06,2.97121568591e-06,2.86413946869e-06,2.41444218047e-06,1.59732205846e-06,5.01981903045e-07,0
0,-5.97405036269e-07,-8.57867610134e-07,-5.05037265769e-07,2.06275749594e-07,1.09684021689e-06,2.05161811347e-06,3.0048605037e-06,3.92527903778e-06,4.80339567735e-06,5.64171675318e-06,6.44762500378e-06,7.22859199282e-06,7.98923937064e-06,8.7297939059e-06,9.44553512476e-06,1.01269045968e-05,1.07600218237e-05,1.13274256285e-05,1.18089254502e-05,1.21824992157e-05,1.24252109932e-05,1.25141425257e-05,1.24273403495e-05,1.21447782939e-05,1.16493279185e-05,1.09277205558e-05,9.97147664781e-06,8.77777231482e-06,7.35020974893e-06,5.69945655034e-06,3.84371865346e-06,1.80901122054e-06,-3.70808646548e-07,-2.65428422138e-06,-4.99291307633e-06,-7.33204626349e-06,-9.61216434937e-06,-1.17705524328e-05,-1.37433782018e-05,-1.54681492148e-05,-1.68864868428e-05,-1.79471054638e-05,-1.86088302536e-05,-1.88434325634e-05,-1.86380194591e-05,-1.79966971331e-05,-1.6941250114e-05,-1.55106488548e-05,-1.37593181378e-05,-1.17542568705e-05,-9.57127389395e-06,-7.29076483015e-06,-4.99357236835e-06,-2.75752842537e-06,-6.5525315315e-07,1.24631488748e-06,2.88437414634e-06,4.19674289288e-06,5.11697395222e-06,5.56972247361e-06,5.46984035806e-06,4.73188188393e-06,3.30152022044e-06,1.22507498644e-06,0
0,-7.14262861481e-07,-8.0930574451e-07,-5.45003058922e-08,1.19413946841e-06,2.69086169953e-06,4.27774624627e-06,5.86333072281e-06,7.40291302271e-06,8.88169251748e-06,1.03013459341e-05,1.16700569147e-05,1.29956564476e-05,1.42813566406e-05,1.55235102611e-05,1.67108557905e-05,1.78247805305e-05,1.88402295464e-05,1.97269881189e-05,2.04511563342e-05,2.09767074523e-05,2.12670725818e-05,2.1286723335e-05,2.10027354844e-05,2.03863160718e-05,1.94142701219e-05,1.80703760942e-05,1.63466345781e-05,1.4244353564e-05,1.17750353585e-05,8.96103336722e-06,5.83594981323e-06,2.44474657734e-06,-1.15645999823e-06,-4.90095314801e-06,-8.71235509851e-06,-1.25059898547e-05,-1.61907126473e-05,-1.96712440486e-05,-2.2851030507e-05,-2.56356229995e-05,-2.79365187633e-05,-2.96753468822e-05,-3.07881998403e-05,-3.12298282342e-05,-3.09773391624e-05,-3.00329905115e-05,-2.84256762591e-05,-2.62107716253e-05,-2.34681601925e-05,-2.02984888218e-05,-1.68179605949e-05,-1.31522351159e-05,-9.4302082806e-06,-5.77854685012e-06,-2.3178338082e-06,8.38982742473e-07,3.5854545491e-06,5.81791904034e-06,7.43005299587e-06,8.30762810309e-06,8.32690920957e-06,7.36191650377e-06,5.30692871234e-06,2.11832718427e-06,0
0,-6.59384999923e-07,-3.32391813793e-07,1.02881159692e-06,2.9833593584e-06,5.23036994553e-06,7.57806486779e-06,9.91599717866e-06,1.21903909103e-05,1.43832611e-05,1.6495758543e-05,1.85357473307e-05,2.05092567977e-05,2.24152233912e-05,2.42428441462e-05,2.59708713806e-05,2.75682539205e-05,2.89956421143e-05,3.02073956167e-05,3.11538446207e-05,3.17836446262e-05,3.20461271379e-05,3.18935854151e-05,3.12834514144e-05,3.01803251579e-05,2.85578182478e-05,2.64001743894e-05,2.37036340369e-05,2.04775175793e-05,1.67450100479e-05,1.25436376989e-05,7.92543073203e-06,2.95676532628e-06,-2.28212834214e-06,-7.69801676208e-06,-1.31859095206e-05,-1.86307489534e-05,-2.39096073403e-05,-2.88944594792e-05,-3.3455588838e-05,-3.74656582136e-05,-4.08044256483e-05,-4.33640099307e-05,-4.50545079424e-05,-4.5809645626e-05,-4.55920216257e-05,-4.43974038663e-05,-4.22574983495e-05,-3.9240660928e-05,-3.54501906588e-05,-3.10201273898e-05,-2.61088431921e-05,-2.08911021837e-05,-1.55495844407e-05,-1.02670517077e-05,-5.22032610492e-06,-5.77041667574e-07,3.50428909502e-06,6.87096875984e-06,9.37045365862e-06,1.08442055591e-05,1.11239241669e-05,1.00335953509e-05,7.39987810588e-06,3.06899347413e-06,0
0,-3.92812080747e-07,6.69504215021e-07,2.87414808664e-06,5.71736602107e-06,8.85980025617e-06,1.20889094008e-05,1.52851161892e-05,1.83922324191e-05,2.13927842034e-05,2.42885617766e-05,2.708629742e-05,2.97880046336e-05,3.23852667572e-05,3.4856656048e-05,3.71674734993e-05,3.92710896914e-05,4.1111299649e-05,4.26252472364e-05,4.37466035676e-05,4.44087862347e-05,4.45480783502e-05,4.41065520968e-05,4.30347283889e-05,4.12939209407e-05,3.88582265063e-05,3.57161372415e-05,3.18717668186e-05,2.7345697521e-05,2.21754683034e-05,1.64157310353e-05,1.01381019096e-05,3.43072652803e-06,-3.60243916857e-06,-1.08426528005e-05,-1.81577597486e-05,-2.54039843698e-05,-3.24282347089e-05,-3.90710322582e-05,-4.51701783634e-05,-5.05652485097e-05,-5.51029571084e-05,-5.86433517248e-05,-6.10666734796e-05,-6.2280563086e-05,-6.22271143815e-05,-6.08891088809e-05,-5.82946506906e-05,-5.45194150874e-05,-4.96858745378e-05,-4.39591940572e-05,-3.75399666991e-05,-3.06545071597e-05,-2.35439143314e-05,-1.64534261318e-05,-9.62363412533e-06,-3.28487487988e-06,2.34440239163e-06,7.05521495917e-06,1.06423496206e-05,1.28970208682e-05,1.36001381182e-05,1.25183551949e-05,9.40354773973e-06,3.99248100181e-06,0
0,1.13752866491e-07,2.26818828371e-06,5.57983144906e-06,9.50652532942e-06,1.36906880523e-05,1.79152660745e-05,2.20638462762e-05,2.60862534037e-05,2.99703870403e-05,3.37205131649e-05,3.73417276681e-05,4.08299157569e-05,4.41662859026e-05,4.7315466137e-05,5.02261883775e-05,5.28337099714e-05,5.50632853264e-05,5.68341672347e-05,5.80637634676e-05,5.86716889145e-05,5.85835368948e-05,5.7734251567e-05,5.60710252543e-05,5.35556777724e-05,5.0166504444e-05,4.58996070254e-05,4.07697461697e-05,3.48107727995e-05,2.80757062696e-05,2.06365276926e-05,1.25837466967e-05,4.02577976044e-06,-4.91185046436e-06,-1.40875207751e-05,-2.33447823092e-05,-3.25140000707e-05,-4.14144929391e-05,-4.98573374843e-05,-5.76490101639e-05,-6.45960329074e-05,-7.0510746442e-05,-7.52182532488e-05,-7.85644385761e-05,-8.04247899926e-05,-8.07135019608e-05,-7.93920994444e-05,-7.647659569e-05,-7.20420887809e-05,-6.62237820222e-05,-5.92137453625e-05,-5.12533193206e-05,-4.262181155e-05,-3.3622878984e-05,-2.45705223948e-05,-1.57767851273e-05,-7.54298724652e-06,-1.55697452809e-07,6.11221920683e-06,1.09960759974e-05,1.42307830129e-05,1.55411013596e-05,1.46323904509e-05,1.11821785817e-05,4.83025464525e-06,0
0,8.81384401294e-07,4.51670080922e-06,9.21828103317e-06,1.44315461972e-05,1.98034665705e-05,2.51311033726e-05,3.03153488095e-05,3.53217525711e-05,4.01492649555e-05,4.48069339495e-05,4.92979823782e-05,5.36102642772e-05,5.77118707101e-05,6.15506116786e-05,6.50561994802e-05,6.81441412453e-05,7.07205589661e-05,7.26873543027e-05,7.39473021885e-05,7.44087870301e-05,7.39899931312e-05,7.26224356631e-05,7.02537783466e-05,6.68499344706e-05,6.23964910277e-05,5.68995309723e-05,5.03859539154e-05,4.29034089632e-05,3.45199538288e-05,2.53235420237e-05,1.54214162136e-05,4.93945272809e-06,-5.97853802135e-06,-1.71715957087e-05,-2.84625691688e-05,-3.96593791863e-05,-5.05567590399e-05,-6.09386863554e-05,-7.05817429324e-05,-7.92596446343e-05,-8.67491589404e-05,-9.28375588455e-05,-9.733163257e-05,-0.000100068065607,-0.000100924731432,-9.98320869502e-05,-9.67835185537e-05,-9.18432147769e-05,-8.51500743529e-05,-7.69164155647e-05,-6.74208965451e-05,-5.69960268533e-05,-4.60117398157e-05,-3.48573938462e-05,-2.39249895146e-05,-1.35961868411e-05,-4.2349499129e-06,3.81344250885e-06,1.02174242362e-05,1.46495535952e-05,1.67741865183e-05,1.62342064012e-05,1.26377672993e-05,5.54454272585e-06,0
0,1.92576448553e-06,7.45260965866e-06,1.38391761643e-05,2.05459073285e-05,2.72490330407e-05,3.37801108873e-05,4.00727960976e-05,4.61189380541e-05,5.19347248532e-05,5.75365934577e-05,6.29258971514e-05,6.8080865741e-05,7.29542049358e-05,7.74747221704e-05,8.15515646504e-05,8.5079928412e-05,8.79473759168e-05,9.00401431215e-05,9.12490111392e-05,9.14744664913e-05,9.06309887599e-05,8.8650396055e-05,8.548425406e-05,8.11054161691e-05,7.55088100447e-05,6.87116182469e-05,6.07530162489e-05,5.16936302053e-05,4.16148608572e-05,3.06181916279e-05,1.88245615054e-05,6.37383976314e-06,-6.57560766366e-06,-1.98473197489e-05,-3.32472248644e-05,-4.65643684031e-05,-5.95720848438e-05,-7.20298661944e-05,-8.36862143318e-05,-9.42827897602e-05,-0.000103560170142,-0.000111265491266,-0.000117162138599,-0.000121041464413,-0.000122736203522,-0.000122134846969,-0.000119195741623,-0.000113959204914,-0.000106555633386,-9.72076387661e-05,-8.62248341116e-05,-7.39910462921e-05,-6.09452498462e-05,-4.7558976806e-05,-3.43138600077e-05,-2.16829818936e-05,-1.01188320151e-05,-4.92461095623e-08,8.11884026823e-06,1.39892590392e-05,1.71623029803e-05,1.72186595935e-05,1.37036597193e-05,6.11326896903e-06,0
