0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.08389774531e-07,1.01821583888e-06,6.49446426152e-07,-5.68311071027e-07,-2.55219989541e-06,-5.22181635049e-06,-8.53439551543e-06,-1.24664560916e-05,-1.69808215675e-05,-2.19968302934e-05,-2.73694476379e-05,-3.28780082699e-05,-3.82245746356e-05,-4.30427217865e-05,-4.69182158329e-05,-4.94228348929e-05,-5.01613950997e-05,-4.88299568742e-05,-4.528018745e-05,-3.95810295678e-05,-3.20641001878e-05,-2.33344921548e-05,-1.4227178494e-05,-5.69656172175e-06,1.35176548147e-06,6.24538361659e-06,8.68091898714e-06,8.76398020818e-06,6.96849022628e-06,4.09361782398e-06,1.28470044774e-06,0
0,3.6855524126e-07,-5.17480247116e-07,-3.2910444889e-06,-8.0185227093e-06,-1.45840243463e-05,-2.28540384827e-05,-3.27074723825e-05,-4.39982928231e-05,-5.65000574839e-05,-6.98607974141e-05,-8.35804427497e-05,-9.7013635049e-05,-0.000109396451647,-0.000119893540342,-0.000127660985522,-0.00013191978773,-0.000132035261453,-0.000127598455686,-0.000118505733673,-0.000105030937886,-8.78796783392e-05,-6.82069244581e-05,-4.75695917579e-05,-2.77824208461e-05,-1.06624372074e-05,2.3033438105e-06,1.02678391626e-05,1.31947527399e-05,1.18517802384e-05,7.70515512503e-06,2.83785158729e-06,0
0,-7.54645469454e-07,-4.18771468404e-06,-1.05166254157e-05,-1.96247603934e-05,-3.13188390437e-05,-4.54031368866e-05,-6.16507418788e-05,-7.97372976843e-05,-9.91825715669e-05,-0.000119323499264,-0.000139324716165,-0.000158221162309,-0.000174981674876,-0.000188581508407,-0.000198074246547,-0.000202657921735,-0.000201734528667,-0.000194965216986,-0.000182324616729,-0.000164156687675,-0.000141230479757,-0.000114785599483,-8.65416969514e-05,-5.86251352293e-05,-3.33540430022e-05,-1.28561051327e-05,1.4008563297e-06,8.97178038703e-06,1.05313023463e-05,7.74591762063e-06,3.11612852777e-06,0
0,-2.31662848135e-06,-9.0525524956e-06,-1.96843563079e-05,-3.37377015513e-05,-5.08581193312e-05,-7.07394947014e-05,-9.30078222041e-05,-0.000117126886963,-0.000142358049242,-0.000167776775599,-0.000192330138947,-0.000214913002265,-0.000234443364818,-0.000249925037519,-0.000260494036054,-0.000265451131709,-0.000264286385438,-0.000256703040339,-0.000242648653432,-0.000222360428303,-0.000196429794647,-0.000165886073101,-0.000132284747929,-9.77545447882e-05,-6.49095330087e-05,-3.65073859186e-05,-1.48316508923e-05,-1.03095244271e-06,5.20267402403e-06,5.50845724782e-06,2.5721199405e-06,0
0,-4.09284468164e-06,-1.45157142468e-05,-2.97996419569e-05,-4.89879633771e-05,-7.14890219279e-05,-9.6836045075e-05,-0.000124480931396,-0.000153686446403,-0.000183520675295,-0.00021291940112,-0.000240772931681,-0.000266004803615,-0.000287627077718,-0.000304770855707,-0.00031669807758,-0.000322803030413,-0.000322611961696,-0.000315788734213,-0.000302154556943,-0.000281729273238,-0.000254801882944,-0.000222038730929,-0.000184632480155,-0.000144470123389,-0.00010423270479,-6.72340506287e-05,-3.67782295542e-05,-1.51221984214e-05,-2.67892988224e-06,1.98244137842e-06,1.63664286972e-06,0
0,-5.93174807634e-06,-2.01077848202e-05,-4.00149809242e-05,-6.41474114704e-05,-9.16291308206e-05,-0.000121807122585,-0.000153969595135,-0.00018723896545,-0.000220598936871,-0.000252980236491,-0.000283344427814,-0.000310737945747,-0.000334314127228,-0.000353332690322,-0.000367148018192,-0.000375195465183,-0.000376982172486,-0.00037208711674,-0.000360175348994,-0.000341032451873,-0.000314627201045,-0.000281217480319,-0.000241520311489,-0.000196959743284,-0.000149956564843,-0.000104079949459,-6.36586865851e-05,-3.25098756445e-05,-1.23485633562e-05,-2.26129189642e-06,5.64374533754e-07,0
0,-7.69073201645e-06,-2.53920734258e-05,-4.95463058354e-05,-7.80874137337e-05,-0.000109844696231,-0.000143988398487,-0.000179690131701,-0.000216017884594,-0.000251975762631,-0.000286583274379,-0.000318932998288,-0.000348212145962,-0.000373697559871,-0.000394738563555,-0.000410738566315,-0.000421141214037,-0.000425422816854,-0.000423090813455,-0.00041368927414,-0.000396817146848,-0.000372168292504,-0.000339612915905,-0.000299352854819,-0.00025219224397,-0.000199950836889,-0.000145942607632,-9.5123199381e-05,-5.30850658821e-05,-2.36505919705e-05,-7.05017224726e-06,-5.56788087356e-07,0
0,-9.22278777491e-06,-2.99485446908e-05,-5.76713509847e-05,-8.98054279844e-05,-0.000124907912434,-0.000162008614779,-0.000200224726851,-0.000238646531224,-0.000276365556046,-0.000312527666246,-0.000346359299111,-0.000377164547541,-0.000404307962543,-0.000427196381972,-0.000445266236729,-0.000457976583365,-0.000464804321981,-0.000465237293535,-0.000458763739399,-0.000444865341382,-0.00042302623722,-0.000392780022836,-0.00035383145393,-0.000306306065606,-0.000251196445879,-0.000191046857863,-0.000130684829595,-7.70871512344e-05,-3.6880435834e-05,-1.25249635687e-05,-1.7638571666e-06,0
0,-1.03867203385e-05,-3.33982321381e-05,-6.3770011655e-05,-9.84793799342e-05,-0.000135854580925,-0.000174829203847,-0.000214518894415,-0.000254083188147,-0.000292725361507,-0.000329714232588,-0.000364386416357,-0.000396132696263,-0.000424382377532,-0.000448593945885,-0.000468252451624,-0.000482868511797,-0.000491971669487,-0.000495092049049,-0.00049172833359,-0.00048131060178,-0.000463175912555,-0.000436579710404,-0.000400779558115,-0.000355244219273,-0.000300069401685,-0.000236713798674,-0.000169103596518,-0.000104572582734,-5.251518617e-05,-1.90062715956e-05,-3.16739807926e-06,0
