0,0,0,0,0,0,0,0,0
0,-1.28992525735e-05,-4.96377647464e-05,-0.000101662307878,-0.000148037396423,-0.0001701294058,-0.000151664019843,-8.25699561985e-05,0
0,-5.36631638713e-05,-0.000129673295656,-0.000195281900589,-0.000241378158399,-0.000256162160077,-0.000225510364311,-0.000138062757521,0
0,-5.64686439759e-05,-0.000128451267464,-0.000188412389633,-0.000229151920055,-0.000241408576742,-0.000213927574576,-0.000134918915846,0
0,-3.62230464928e-05,-8.58225211106e-05,-0.000130129292876,-0.000165058908248,-0.000183828694179,-0.000174271289882,-0.000119536142004,0
0,-1.36395086611e-05,-3.26111542314e-05,-4.75359354371e-05,-6.25146177173e-05,-8.52513661212e-05,-0.000103617629617,-8.71504211533e-05,0
0,-5.14509167213e-06,7.16566408378e-06,2.83069236822e-05,4.62756368888e-05,4.5543015524e-05,1.15239313514e-05,-2.31545050018e-05,0
0,-2.89540774227e-05,2.74567674973e-05,9.58232293068e-05,0.000154148021122,0.000192446956772,0.000195088907038,0.000113169569806,0
0,0.000206992784669,0.000391572834047,0.000538890814551,0.00064571670838,0.000698790080936,0.000662378310827,0.000472223352786,0
0.00200741260142,0.00200741260142,0.00200741260142,0.00200741260142,0.00200741260142,0.00200741260142,0.00200741260142,0.00200741260142,0.00200741260142
