50.0115123738,50.0345017217,50.0573852708,50.0800938127,50.1025600902,50.1247195085,50.14651078,50.1678764901,50.1887635725,50.2091236861,50.2289134905,50.2480948198,50.2666347565,50.2845056129,50.3016848251,50.3181547726,50.3339025309,50.348919571,50.3632014157,50.3767472649,50.3895596004,50.4016437787,50.4130076226,50.4236610172,50.4336155174,50.4428839716,50.4514801657,50.45941849,50.4667136311,50.4733802892,50.479432922,50.4848855146,50.4897513743,50.49404295,50.4977716747,50.5009478301,50.5035804315,50.5056771314,50.5072441425,50.5082861762,50.508806398
50.0345725213,50.1036109641,50.1723308194,50.2405237023,50.30798713,50.3745266724,50.4399579012,50.504108098,50.5668176863,50.6279413674,50.6873489467,50.7449258518,50.8005733501,50.8542084828,50.9057637402,50.955186507,51.002438311,51.0474939083,51.0903402424,51.1309753087,51.1694069584,51.2056516705,51.2397333172,51.2716819461,51.3015325983,51.329324175,51.3550983669,51.3788986534,51.4007693763,51.4207548928,51.4388988063,51.4552432769,51.469828407,51.4826917009,51.4938675934,51.5033870446,51.5112771958,51.517561083,51.5222574048,51.5253803403,51.5269394157
50.0577392683,50.1730387941,50.2878033405,50.401683047,50.5143380553,50.6254421499,50.7346860545,50.8417803142,50.9464577075,51.0484751505,51.1476150769,51.2436862906,51.3365243093,51.425991228,51.5119751457,51.5943892043,51.6731702977,51.7482775089,51.8196903369,51.8874067689,51.9514412541,52.0118226278,52.0685920293,52.1218008519,52.1715087547,52.217781763,52.2606904735,52.3003083802,52.3367103281,52.3699710993,52.4001641336,52.4273603796,52.4516272759,52.4730278531,52.4916199533,52.5074555591,52.520580224,52.5310326,52.5388440533,52.5440383647,52.5466315088
50.0810850264,50.2430016032,50.4041607018,50.5640670897,50.7222398942,50.8782178173,51.0315638527,51.181869397,51.3287576788,51.4718864503,51.6109499199,51.7456799246,51.8758463683,52.0012569742,52.1217564103,52.237224867,52.3475761665,52.4527554928,52.5527368274,52.6475201759,52.7371286613,52.8216055572,52.9010113205,52.9754206773,53.0449198058,53.1096036488,53.1695733839,53.2249340659,53.2757924564,53.3222550429,53.3644262489,53.4024068321,53.4362924639,53.4661724822,53.4921288078,53.5142350144,53.5325555411,53.5471450396,53.5580478436,53.5652975564,53.5689167459
50.1046842603,50.3137218906,50.5217707736,50.7281847161,50.9323366144,51.1336253725,51.3314821418,51.5253757425,51.7148171603,51.8993630519,52.078618228,52.2522371193,52.4199242653,52.5814338901,52.7365686543,52.8851776868,53.0271540086,53.1624314683,53.2909813042,53.4128084459,53.527947658,53.6364596193,53.7384270181,53.8339507311,53.9231461421,54.0061396427,54.0830653472,54.154062043,54.2192703888,54.2788303671,54.3328789871,54.381548236,54.4249632653,54.463240804,54.4964877814,54.5248001494,54.5482618866,54.5669441736,54.5809047253,54.5901872712,54.5948211726
50.1286143844,50.3854309253,50.641015786,50.8945643866,51.1452964747,51.3924649164,51.6353635997,51.8733342709,52.1057721679,52.3321303691,52.5519228208,52.7647260595,52.9701796836,53.1679856665,53.3579066302,53.5397632172,53.7134307128,53.8788350675,54.0359484752,54.1847846455,54.3253939054,54.4578582439,54.5822864015,54.6988090869,54.8075743889,54.9087434328,55.0024863194,55.0889783699,55.1683966889,55.2409170494,55.3067110965,55.3659438593,55.4187715575,55.4653396869,55.5057813644,55.5402159152,55.5687476823,55.5914650428,55.6084396129,55.6197256303,55.6253595008
50.1529567366,50.45837164,50.7622970586,51.0637605696,51.3618199815,51.6555742187,51.9441730699,52.2268255733,52.5028068715,52.7714634358,53.0322166266,53.2845646142,53.528082743,53.7624224623,53.9873089825,54.2025378392,54.4079705577,54.6035296139,54.7891928835,54.9649877556,55.1309850743,55.2872930495,55.434051257,55.5714248262,55.6995988938,55.81877338,55.9291581276,56.0309684284,56.1244209474,56.2097300451,56.2871044903,56.3567445472,56.4188394185,56.4735650217,56.5210820742,56.5615344646,56.5950478848,56.6217287023,56.641663053,56.6549161364,56.6615316995
50.1777976584,50.5328018397,50.8860402387,51.2363608516,51.5826486632,51.923838907,52.2589288877,52.5869880809,52.9071663088,53.2186998762,53.5209156355,53.8132330276,54.095164212,54.3663124572,54.6263689984,54.8751085995,55.1123840648,55.338119947,55.5523056894,55.754988419,55.9462655865,56.1262776228,56.2952007508,56.4532400671,56.6006229802,56.7375930658,56.8644043827,56.9813162689,57.0885886272,57.1864776933,57.2752322723,57.3550904206,57.4262765477,57.4889989071,57.5434474462,57.5897919843,57.6281806898,57.6587388286,57.6815677606,57.6967441627,57.7043194614
50.2032297156,50.6089978217,51.0127012047,51.4129939351,51.8085749125,52.1982038583,52.5807154931,52.955031554,53.3201704067,53.6752541245,54.0195130117,54.3522876486,54.6730286203,54.981294156,55.2767459543,55.5591434957,55.8283371549,56.0842604199,56.3269215082,56.5563946444,56.7728112301,56.9763511045,57.1672340561,57.3457117113,57.5120598939,57.6665715204,57.8095500684,57.9413036372,58.0621395991,58.1723598287,58.272256485,58.3621083152,58.4421774446,58.5127066128,58.5739168191,58.6260053367,58.6691440616,58.7034781616,58.729124998,58.7461732925,58.7546825219
50.229353098,50.6872585266,51.1427728236,51.5943387714,52.0404531936,52.4796861205,52.9106976724,53.3322522352,53.7432296394,54.1426332035,54.5295946382,54.903375935,55.2633684646,55.6090895922,55.9401771671,56.2563822742,56.5575606393,56.8436630694,57.1147252792,57.3708574203,57.6122335849,57.8390815091,58.051672658,58.250312828,58.4353333639,58.6070830535,58.7659207334,58.9122086123,59.0463063033,59.1685655374,59.2793255238,59.3789089108,59.4676183026,59.5457332805,59.6135078807,59.6711684819,59.7189120581,59.7569047583,59.7852807771,59.8041414875,59.8135548118
