0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.21687248916e-06,-8.19967587536e-07,7.37323625893e-07,2.4353198053e-06,3.96757059115e-06,5.33901054963e-06,6.62492323861e-06,7.86387862375e-06,9.02848677373e-06,1.00317768321e-05,1.07450019577e-05,1.10168998951e-05,1.06929253825e-05,9.6361027729e-06,7.75081323616e-06,5.00907980292e-06,1.47697763107e-06,-2.66300525106e-06,-7.09965521319e-06,-1.13984205332e-05,-1.50339513529e-05,-1.74592940117e-05,-1.82146863336e-05,-1.70612684088e-05,-1.40966606593e-05,-9.78721215426e-06,-4.87101855745e-06,-1.66048680619e-07,3.59106551806e-06,5.7498304859e-06,5.61790998793e-06,2.56944666606e-06,0
0,-1.95401422135e-06,9.51790477775e-07,6.28426300907e-06,1.1890114753e-05,1.70983957971e-05,2.18788322118e-05,2.63315558456e-05,3.04452625785e-05,3.40317467182e-05,3.675298388e-05,3.81840238968e-05,3.78830254349e-05,3.54583127698e-05,3.06300492124e-05,2.32854873469e-05,1.35264811231e-05,1.70773276036e-06,-1.1536800823e-05,-2.5285276816e-05,-3.83481835844e-05,-4.93366339873e-05,-5.68049528639e-05,-5.94894831561e-05,-5.66357129277e-05,-4.8336693066e-05,-3.57187961789e-05,-2.07999886444e-05,-6.01982024481e-06,6.27708803464e-06,1.40431655873e-05,1.53525980608e-05,8.24520557755e-06,0
0,-4.44721529343e-07,7.81766211559e-06,1.89419222476e-05,3.01062428683e-05,4.04863943772e-05,5.00472408592e-05,5.88265496876e-05,6.661813553e-05,7.29220429683e-05,7.70345844985e-05,7.81862074873e-05,7.56756774563e-05,6.89791104357e-05,5.7829502235e-05,4.22707619754e-05,2.26936401806e-05,-1.39236763259e-07,-2.50756018016e-05,-5.05666506205e-05,-7.46842109997e-05,-9.5189214031e-05,-0.000109694869537,-0.000115977430977,-0.000112468957998,-9.88789685156e-05,-7.67147235103e-05,-4.93139195362e-05,-2.11616359912e-05,3.15810637786e-06,1.96140132298e-05,2.46122571794e-05,1.44775195351e-05,0
0,4.18851883019e-06,2.12892417746e-05,4.02053393028e-05,5.82127554175e-05,7.47270393388e-05,8.98097823016e-05,0.00010336297799,0.000114856027635,0.000123384128033,0.000127871803488,0.00012729271187,0.000120841196254,0.000108039642961,8.87926694363e-05,6.34085934207e-05,3.2607676325e-05,-2.46887599479e-06,-4.02424318864e-05,-7.8675558866e-05,-0.000115260791299,-0.000147050607731,-0.000170782435494,-0.000183180199459,-0.000181529473942,-0.000164569085806,-0.000133519084742,-9.26654195806e-05,-4.87630215444e-05,-9.30909882025e-06,1.90025187749e-05,3.04850129565e-05,1.96218179566e-05,0
0,1.23741522539e-05,4.21346798554e-05,7.07729456253e-05,9.65891591787e-05,0.000119728914877,0.000140503585182,0.000158652509638,0.000173266825481,0.000183052368459,0.000186669056513,0.000182999594573,0.000171304781335,0.000151284050123,0.00012308009965,8.72629242159e-05,4.48174797054e-05,-2.85110681269e-06,-5.38889728673e-05,-0.000105943993652,-0.000156111435098,-0.000200905463211,-0.00023630881566,-0.00025799278096,-0.00026185427225,-0.000245044009497,-0.000207516471528,-0.000153577116618,-9.20751009764e-05,-3.41956115295e-05,9.67983392113e-06,3.11766857694e-05,2.28951629764e-05,0
0,2.42375469174e-05,7.04864104253e-05,0.000110587024088,0.000144853719672,0.000174692066066,0.000200859300773,0.000222977212487,0.000239805354094,0.000249772131166,0.000251431506222,0.000243727854991,0.000226091718032,0.000198436332651,0.000161117160248,0.000114893526002,6.09123288429e-05,7.22270101601e-07,-6.36791165283e-05,-0.000129767557457,-0.000194397255833,-0.000253715992234,-0.000303128289017,-0.000337387159737,-0.000350975463874,-0.000339050438245,-0.000299269786262,-0.000234419722363,-0.000154372774914,-7.45182431153e-05,-1.04946715083e-05,2.55254212963e-05,2.40239734848e-05,0
0,3.96188675114e-05,0.000105888717215,0.000158895123843,0.00020193559089,0.000238206317832,0.000269146433639,0.000294380454668,0.000312460684066,0.000321687756426,0.000320646437587,0.000308427241959,0.000284649976608,0.000249407141414,0.00020319916096,0.00014689353299,8.1717630604e-05,9.28548458399e-06,-6.83431133936e-05,-0.000148570626007,-0.000228141501119,-0.000303013693916,-0.000368239040372,-0.000417907290144,-0.000445296710917,-0.000443533302462,-0.000407286322926,-0.000336058635526,-0.000238449128599,-0.000133387233455,-4.36954954833e-05,1.2538716226e-05,2.29104646072e-05,0
0,5.80642686497e-05,0.000147339843449,0.000214340346121,0.00026620338394,0.000308410974403,0.00034334758614,0.000370812490428,0.000389304165118,0.000397125731097,0.000392970625516,0.000376090507341,0.000346260495783,0.000303694008188,0.000248976044135,0.000183033288797,0.000107138368085,2.29410015942e-05,-6.74771354803e-05,-0.000161517703603,-0.000255938269255,-0.000346691876285,-0.000428731446056,-0.000495804411612,-0.000540347485456,-0.000553752564717,-0.000527585557416,-0.000456782788063,-0.000345644596631,-0.000213800742432,-9.24064475497e-05,-8.98343577764e-06,1.93828269057e-05,0
0,7.88375197812e-05,0.000193362496676,0.000275083521358,0.000335621773464,0.000383161091009,0.000421296619164,0.000450191732076,0.000468432679672,0.000474410060263,0.000466948392733,0.000445434930141,0.000409753129761,0.000360193453798,0.000297399264268,0.000222350377287,0.00013637055456,4.11473705207e-05,-6.12363342252e-05,-0.00016824510032,-0.000276773702176,-0.000382961223688,-0.000481923817376,-0.000567404683412,-0.00063141813742,-0.000664102192971,-0.000654296790599,-0.000592003266606,-0.000474706739288,-0.000317915643112,-0.000159424309863,-4.06611253663e-05,1.30481174816e-05,0
0,0.000100967433856,0.00024211348123,0.000338949782678,0.000407911165837,0.000460170839733,0.000500771738625,0.000530421279276,0.000547906302325,0.000551748396116,0.00054089345788,0.00051482976255,0.000473516821997,0.000417309150111,0.000346919186945,0.000263407754964,0.000168180796074,6.29805846511e-05,-5.01235229966e-05,-0.000168720522505,-0.000289967370658,-0.000410381614264,-0.000525503419811,-0.000629404900005,-0.000714097054935,-0.000768991812962,-0.000780823787248,-0.000735069254738,-0.000621286273914,-0.000445896749522,-0.000247478289208,-8.45347507699e-05,3.25063884178e-06,0
0,0.000123328868952,0.000291525731465,0.000403585838013,0.000480695379655,0.000537131199404,0.000579567612512,0.000609414779606,0.000625747730015,0.000627238829189,0.000612937087961,0.000582407652244,0.000535677775075,0.000473181978449,0.000395739168655,0.000304539426992,0.000201115257552,8.72881762692e-05,-3.48962635051e-05,-0.000163209068948,-0.000295189134843,-0.000427921419396,-0.000557626917265,-0.000679032627511,-0.000784552152484,-0.000863386810668,-0.000900837632318,-0.000878645295058,-0.000778646488648,-0.000594998609113,-0.000358455456756,-0.00014287052129,-1.08848773361e-05,0
0,0.000144745567656,0.000339466625653,0.000466613805918,0.000551631307342,0.00061180991513,0.00065556805162,0.000685155194356,0.000700009855565,0.000698969625454,0.000681174527706,0.000646258453512,0.000594327810841,0.000525930850273,0.000442043675099,0.000344043596052,0.000233642572457,0.000112775191571,-1.65365697734e-05,-0.0001522917371,-0.00029251596665,-0.000435039117557,-0.000577013229904,-0.000714143424613,-0.000839647547547,-0.000943017059602,-0.00100877104494,-0.00101578961789,-0.000939106145909,-0.000759682994888,-0.000492429493961,-0.000217853320369,-3.03594347859e-05,0
